imagine1;imagine2;imagine3;imagine4;gender;correct;time;primer;congruent;keyCorrect;keyPressed;trial;pictureCategory ;participantNumber
4;4;2;5;male;1;941;imagery;1; ; ;56;15;9
4;4;2;5;male;1;1384;imagery;1;ArrowDown;ArrowDown;57;2;9
4;4;2;5;male;1;744;visual;1;ArrowLeft;ArrowLeft;58;13;9
4;4;2;5;male;1;930;imagery;0;ArrowUp;ArrowUp;59;3;9
4;4;2;5;male;1;819;imagery;0;ArrowRight;ArrowRight;60;5;9
3;4;4;3;male;1;3780;ambient;0; ; ;1;5;10
3;4;4;3;male;1;1282;ambient;0;ArrowLeft;ArrowLeft;2;15;10
3;4;4;3;male;1;1499;imagery;0;ArrowRight;ArrowRight;3;12;10
3;4;4;3;male;1;1431;visual;0;ArrowUp;ArrowUp;4;6;10
3;4;4;3;male;1;1044;ambient;0;ArrowUp;ArrowUp;5;17;10
3;4;4;3;male;1;1254;visual;1;ArrowRight;ArrowRight;6;5;10
3;4;4;3;male;1;855;imagery;0;ArrowUp;ArrowUp;7;13;10
3;4;4;3;male;1;850;visual;1;ArrowUp;ArrowUp;8;8;10
3;4;4;3;male;1;894;ambient;0; ; ;9;8;10
3;4;4;3;male;1;820;ambient;1; ; ;10;4;10
3;4;4;3;male;1;806;imagery;0; ; ;11;19;10
3;4;4;3;male;1;900;imagery;1;ArrowRight;ArrowRight;12;10;10
3;4;4;3;male;1;1210;ambient;0;ArrowDown;ArrowDown;13;3;10
3;4;4;3;male;1;680;ambient;1; ; ;14;19;10
3;4;4;3;male;1;789;visual;0;ArrowUp;ArrowUp;15;7;10
3;4;4;3;male;1;1131;imagery;1;ArrowLeft;ArrowLeft;16;5;10
3;4;4;3;male;1;715;visual;1;ArrowRight;ArrowRight;17;4;10
3;4;4;3;male;1;1039;imagery;0;ArrowRight;ArrowRight;18;18;10
3;4;4;3;male;1;1371;visual;0;ArrowDown;ArrowDown;19;2;10
3;4;4;3;male;1;853;ambient;1;ArrowRight;ArrowRight;20;18;10
3;4;4;3;male;1;760;ambient;1;ArrowLeft;ArrowLeft;21;10;10
3;4;4;3;male;1;859;ambient;0;ArrowDown;ArrowDown;22;12;10
3;4;4;3;male;1;1044;visual;0;ArrowLeft;ArrowLeft;23;18;10
3;4;4;3;male;1;821;ambient;0;ArrowLeft;ArrowLeft;24;13;10
3;4;4;3;male;1;653;visual;1;ArrowRight;ArrowRight;25;3;10
3;4;4;3;male;1;1197;visual;0; ; ;26;10;10
3;4;4;3;male;0;780;ambient;0;ArrowUp; ;27;9;10
3;4;4;3;male;1;917;visual;1;ArrowRight;ArrowRight;28;19;10
3;4;4;3;male;1;782;imagery;0;ArrowRight;ArrowRight;29;6;10
3;4;4;3;male;1;749;imagery;1;ArrowRight;ArrowRight;30;9;10
3;4;4;3;male;1;636;imagery;0;ArrowLeft;ArrowLeft;31;7;10
3;4;4;3;male;0;1059;visual;1;ArrowLeft;ArrowDown;32;14;10
3;4;4;3;male;1;673;visual;1;ArrowRight;ArrowRight;33;17;10
3;4;4;3;male;0;794;imagery;1;ArrowDown;ArrowUp;34;15;10
3;4;4;3;male;1;1084;visual;0;ArrowDown;ArrowDown;35;1;10
3;4;4;3;male;1;1516;imagery;1;ArrowRight;ArrowRight;36;2;10
3;4;4;3;male;1;805;visual;0;ArrowLeft;ArrowLeft;37;9;10
3;4;4;3;male;1;657;visual;1;ArrowLeft;ArrowLeft;38;13;10
3;4;4;3;male;1;998;ambient;1;ArrowDown;ArrowDown;39;14;10
3;4;4;3;male;1;829;visual;1;ArrowLeft;ArrowLeft;40;11;10
3;4;4;3;male;1;778;imagery;0;ArrowDown;ArrowDown;41;8;10
3;4;4;3;male;1;716;ambient;1;ArrowLeft;ArrowLeft;42;7;10
3;4;4;3;male;1;1823;imagery;0;ArrowLeft;ArrowLeft;43;16;10
3;4;4;3;male;1;1045;ambient;1;ArrowUp;ArrowUp;44;20;10
3;4;4;3;male;0;934;ambient;1;ArrowRight;ArrowUp;45;2;10
3;4;4;3;male;1;1026;visual;1;ArrowLeft;ArrowLeft;46;12;10
3;4;4;3;male;1;987;imagery;1; ; ;47;3;10
3;4;4;3;male;1;1007;ambient;0;ArrowLeft;ArrowLeft;48;11;10
3;4;4;3;male;1;1063;imagery;0;ArrowRight;ArrowRight;49;14;10
3;4;4;3;male;1;1287;visual;0; ; ;50;15;10
3;4;4;3;male;1;1113;visual;0; ; ;51;16;10
3;4;4;3;male;1;1678;imagery;1;ArrowRight;ArrowRight;52;17;10
3;4;4;3;male;1;985;visual;0; ; ;53;20;10
3;4;4;3;male;1;739;imagery;1;ArrowRight;ArrowRight;54;11;10
3;4;4;3;male;1;848;ambient;1;ArrowRight;ArrowRight;55;1;10
3;4;4;3;male;1;733;imagery;1; ; ;56;1;10
3;4;4;3;male;1;1744;ambient;1;ArrowDown;ArrowDown;57;6;10
3;4;4;3;male;1;1663;ambient;0;ArrowLeft;ArrowLeft;58;16;10
3;4;4;3;male;1;669;imagery;1;ArrowRight;ArrowRight;59;4;10
3;4;4;3;male;1;1174;imagery;0;ArrowRight;ArrowRight;60;20;10
4;4;5;4;male;1;1974;ambient;0;ArrowUp;ArrowUp;1;4;11
4;4;5;4;male;1;1755;ambient;0; ; ;2;17;11
4;4;5;4;male;1;1964;visual;1;ArrowLeft;ArrowLeft;3;16;11
4;4;5;4;male;1;1925;imagery;1; ; ;4;7;11
4;4;5;4;male;1;1636;ambient;1;ArrowDown;ArrowDown;5;16;11
4;4;5;4;male;1;1245;ambient;1;ArrowUp;ArrowUp;6;8;11
4;4;5;4;male;1;1462;imagery;1;ArrowUp;ArrowUp;7;12;11
4;4;5;4;male;1;1639;ambient;1; ; ;8;2;11
4;4;5;4;male;1;1134;visual;0;ArrowUp;ArrowUp;9;19;11
4;4;5;4;male;1;1450;imagery;0;ArrowLeft;ArrowLeft;10;8;11
4;4;5;4;male;1;1226;visual;1;ArrowUp;ArrowUp;11;20;11
4;4;5;4;male;1;1487;ambient;0;ArrowDown;ArrowDown;12;7;11
4;4;5;4;male;1;1194;visual;1;ArrowDown;ArrowDown;13;15;11
4;4;5;4;male;1;1141;imagery;1;ArrowRight;ArrowRight;14;14;11
4;4;5;4;male;1;1240;imagery;0;ArrowDown;ArrowDown;15;3;11
4;4;5;4;male;1;1445;ambient;0;ArrowUp;ArrowUp;16;11;11
4;4;5;4;male;1;1197;imagery;0;ArrowUp;ArrowUp;17;6;11
4;4;5;4;male;1;1681;ambient;0;ArrowDown;ArrowDown;18;10;11
4;4;5;4;male;1;890;ambient;1;ArrowUp;ArrowUp;19;19;11
4;4;5;4;male;1;1404;visual;0; ; ;20;18;11
4;4;5;4;male;1;1513;imagery;1;ArrowRight;ArrowRight;21;2;11
4;4;5;4;male;1;1443;visual;0;ArrowDown;ArrowDown;22;2;11
4;4;5;4;male;1;1051;visual;0;ArrowRight;ArrowRight;23;13;11
4;4;5;4;male;1;1247;visual;0; ; ;24;17;11
4;4;5;4;male;1;1446;visual;1;ArrowUp;ArrowUp;25;1;11
4;4;5;4;male;1;1210;visual;1;ArrowUp;ArrowUp;26;12;11
4;4;5;4;male;1;1260;visual;0;ArrowLeft;ArrowLeft;27;6;11
4;4;5;4;male;1;1447;visual;0;ArrowDown;ArrowDown;28;9;11
4;4;5;4;male;1;1159;imagery;1;ArrowRight;ArrowRight;29;5;11
4;4;5;4;male;1;999;ambient;0;ArrowDown;ArrowDown;30;13;11
4;4;5;4;male;1;1235;ambient;0;ArrowRight;ArrowRight;31;20;11
4;4;5;4;male;1;1000;ambient;1;ArrowRight;ArrowRight;32;15;11
4;4;5;4;male;1;1832;imagery;0;ArrowUp;ArrowUp;33;10;11
4;4;5;4;male;1;1015;visual;1; ; ;34;7;11
4;4;5;4;male;1;1073;imagery;0; ; ;35;19;11
4;4;5;4;male;1;1419;ambient;0;ArrowLeft;ArrowLeft;36;6;11
4;4;5;4;male;1;1178;visual;1; ; ;37;10;11
4;4;5;4;male;1;806;imagery;1;ArrowRight;ArrowRight;38;20;11
4;4;5;4;male;1;980;imagery;0;ArrowUp;ArrowUp;39;9;11
4;4;5;4;male;1;941;ambient;1;ArrowUp;ArrowUp;40;9;11
4;4;5;4;male;0;957;imagery;0;ArrowDown; ;41;17;11
4;4;5;4;male;1;1386;ambient;1;ArrowUp;ArrowUp;42;5;11
4;4;5;4;male;1;1444;imagery;1;ArrowRight;ArrowRight;43;15;11
4;4;5;4;male;1;1393;visual;0;ArrowDown;ArrowDown;44;3;11
4;4;5;4;male;1;1170;imagery;0;ArrowLeft;ArrowLeft;45;1;11
4;4;5;4;male;1;1308;imagery;0; ; ;46;11;11
4;4;5;4;male;1;1207;ambient;1;ArrowLeft;ArrowLeft;47;14;11
4;4;5;4;male;1;955;ambient;0;ArrowUp;ArrowUp;48;3;11
4;4;5;4;male;1;1621;ambient;0;ArrowLeft;ArrowLeft;49;1;11
4;4;5;4;male;1;1082;visual;1; ; ;50;4;11
4;4;5;4;male;1;1490;visual;1; ; ;51;14;11
4;4;5;4;male;1;1378;imagery;0; ; ;52;18;11
4;4;5;4;male;1;1660;imagery;1;ArrowDown;ArrowDown;53;16;11
4;4;5;4;male;1;1122;visual;1;ArrowRight;ArrowRight;54;11;11
4;4;5;4;male;1;1369;ambient;1;ArrowRight;ArrowRight;55;12;11
4;4;5;4;male;1;1048;ambient;1;ArrowLeft;ArrowLeft;56;18;11
4;4;5;4;male;1;982;imagery;1;ArrowDown;ArrowDown;57;4;11
4;4;5;4;male;1;1229;visual;0;ArrowLeft;ArrowLeft;58;5;11
4;4;5;4;male;1;1042;visual;0;ArrowRight;ArrowRight;59;8;11
4;4;5;4;male;1;1485;imagery;1;ArrowDown;ArrowDown;60;13;11
4;4;4;4;female;1;1232;imagery;1;ArrowLeft;ArrowLeft;1;19;12
4;4;4;4;female;1;1370;imagery;0;ArrowLeft;ArrowLeft;2;6;12
4;4;4;4;female;1;837;imagery;1;ArrowUp;ArrowUp;3;20;12
4;4;4;4;female;1;1073;imagery;0;ArrowDown;ArrowDown;4;7;12
4;4;4;4;female;1;1317;ambient;0; ; ;5;9;12
4;4;4;4;female;1;1313;ambient;0;ArrowDown;ArrowDown;6;8;12
4;4;4;4;female;1;1471;ambient;0;ArrowUp;ArrowUp;7;2;12
4;4;4;4;female;1;1228;ambient;0;ArrowLeft;ArrowLeft;8;17;12
4;4;4;4;female;1;771;ambient;1;ArrowUp;ArrowUp;9;10;12
4;4;4;4;female;1;1151;visual;0;ArrowRight;ArrowRight;10;16;12
4;4;4;4;female;1;694;ambient;0;ArrowUp;ArrowUp;11;6;12
4;4;4;4;female;1;859;imagery;1;ArrowLeft;ArrowLeft;12;3;12
4;4;4;4;female;1;657;visual;0;ArrowLeft;ArrowLeft;13;3;12
4;4;4;4;female;1;1206;imagery;0;ArrowRight;ArrowRight;14;14;12
4;4;4;4;female;1;1181;ambient;0;ArrowUp;ArrowUp;15;7;12
4;4;4;4;female;1;1210;visual;1; ; ;16;20;12
4;4;4;4;female;1;1684;visual;0;ArrowUp;ArrowUp;17;1;12
4;4;4;4;female;1;1076;visual;0;ArrowRight;ArrowRight;18;17;12
4;4;4;4;female;1;1022;imagery;1;ArrowLeft;ArrowLeft;19;4;12
4;4;4;4;female;1;825;ambient;1;ArrowLeft;ArrowLeft;20;13;12
4;4;4;4;female;1;840;visual;0;ArrowUp;ArrowUp;21;15;12
4;4;4;4;female;1;1050;imagery;0; ; ;22;8;12
4;4;4;4;female;1;1714;visual;0;ArrowRight;ArrowRight;23;18;12
4;4;4;4;female;1;600;visual;1;ArrowLeft;ArrowLeft;24;13;12
4;4;4;4;female;1;809;ambient;1; ; ;25;19;12
4;4;4;4;female;1;2144;imagery;0;ArrowLeft;ArrowLeft;26;1;12
4;4;4;4;female;1;1176;ambient;1;ArrowRight;ArrowRight;27;15;12
4;4;4;4;female;1;916;ambient;1;ArrowRight;ArrowRight;28;12;12
4;4;4;4;female;1;1365;visual;0;ArrowDown;ArrowDown;29;19;12
4;4;4;4;female;1;901;ambient;0;ArrowRight;ArrowRight;30;20;12
4;4;4;4;female;1;584;visual;0;ArrowUp;ArrowUp;31;8;12
4;4;4;4;female;1;1311;ambient;1;ArrowLeft;ArrowLeft;32;18;12
4;4;4;4;female;1;1149;imagery;0;ArrowDown;ArrowDown;33;12;12
4;4;4;4;female;1;820;visual;1;ArrowRight;ArrowRight;34;6;12
4;4;4;4;female;1;1400;ambient;1;ArrowUp;ArrowUp;35;5;12
4;4;4;4;female;1;1029;visual;1;ArrowLeft;ArrowLeft;36;2;12
4;4;4;4;female;1;950;imagery;0;ArrowRight;ArrowRight;37;11;12
4;4;4;4;female;1;798;visual;0;ArrowRight;ArrowRight;38;12;12
4;4;4;4;female;1;746;visual;1;ArrowLeft;ArrowLeft;39;5;12
4;4;4;4;female;0;1556;ambient;1;ArrowDown; ;40;1;12
4;4;4;4;female;0;730;ambient;0; ;ArrowUp;41;3;12
4;4;4;4;female;1;910;visual;1;ArrowDown;ArrowDown;42;10;12
4;4;4;4;female;1;755;visual;1;ArrowUp;ArrowUp;43;14;12
4;4;4;4;female;1;886;imagery;1;ArrowRight;ArrowRight;44;2;12
4;4;4;4;female;1;990;imagery;1;ArrowDown;ArrowDown;45;9;12
4;4;4;4;female;1;1145;ambient;0;ArrowRight;ArrowRight;46;14;12
4;4;4;4;female;1;875;visual;1;ArrowLeft;ArrowLeft;47;4;12
4;4;4;4;female;1;1160;imagery;1;ArrowUp;ArrowUp;48;17;12
4;4;4;4;female;1;710;imagery;1;ArrowRight;ArrowRight;49;13;12
4;4;4;4;female;0;1238;visual;0;ArrowRight; ;50;9;12
4;4;4;4;female;1;1124;visual;1; ; ;51;7;12
4;4;4;4;female;1;1028;visual;1; ; ;52;11;12
4;4;4;4;female;1;1388;imagery;0;ArrowUp;ArrowUp;53;15;12
4;4;4;4;female;1;871;ambient;1;ArrowUp;ArrowUp;54;4;12
4;4;4;4;female;1;1127;imagery;0;ArrowDown;ArrowDown;55;18;12
4;4;4;4;female;1;1225;imagery;0;ArrowDown;ArrowDown;56;10;12
4;4;4;4;female;1;1129;ambient;0;ArrowUp;ArrowUp;57;11;12
4;4;4;4;female;1;1460;imagery;1;ArrowDown;ArrowDown;58;16;12
4;4;4;4;female;1;987;ambient;1;ArrowDown;ArrowDown;59;16;12
4;4;4;4;female;1;1007;imagery;1;ArrowUp;ArrowUp;60;5;12
3;3;3;3;male;1;6799;ambient;1;ArrowDown;ArrowDown;1;13;13
3;3;3;3;male;1;1615;ambient;0;ArrowUp;ArrowUp;2;11;13
3;3;3;3;male;1;894;visual;1;ArrowRight;ArrowRight;3;4;13
3;3;3;3;male;1;764;ambient;0;ArrowLeft;ArrowLeft;4;5;13
3;3;3;3;male;1;1018;ambient;1; ; ;5;20;13
3;3;3;3;male;1;929;imagery;1;ArrowRight;ArrowRight;6;8;13
3;3;3;3;male;1;879;imagery;0;ArrowRight;ArrowRight;7;20;13
3;3;3;3;male;1;1237;imagery;0;ArrowDown;ArrowDown;8;16;13
3;3;3;3;male;1;863;imagery;1;ArrowRight;ArrowRight;9;3;13
3;3;3;3;male;1;923;visual;1;ArrowUp;ArrowUp;10;9;13
3;3;3;3;male;1;1202;ambient;1;ArrowLeft;ArrowLeft;11;10;13
3;3;3;3;male;1;988;ambient;0;ArrowRight;ArrowRight;12;17;13
3;3;3;3;male;1;1068;imagery;1;ArrowLeft;ArrowLeft;13;14;13
3;3;3;3;male;1;940;imagery;0;ArrowRight;ArrowRight;14;17;13
3;3;3;3;male;1;741;visual;0;ArrowUp;ArrowUp;15;14;13
3;3;3;3;male;1;1383;imagery;1;ArrowLeft;ArrowLeft;16;19;13
3;3;3;3;male;1;795;ambient;1;ArrowDown;ArrowDown;17;8;13
3;3;3;3;male;1;688;imagery;0;ArrowUp;ArrowUp;18;13;13
3;3;3;3;male;1;787;visual;1;ArrowDown;ArrowDown;19;3;13
3;3;3;3;male;1;742;visual;1;ArrowUp;ArrowUp;20;13;13
3;3;3;3;male;1;666;visual;0;ArrowRight;ArrowRight;21;20;13
3;3;3;3;male;1;1390;visual;0; ; ;22;11;13
3;3;3;3;male;1;939;ambient;0;ArrowDown;ArrowDown;23;19;13
3;3;3;3;male;0;559;ambient;0;ArrowLeft;ArrowDown;24;6;13
3;3;3;3;male;1;1026;ambient;0;ArrowUp;ArrowUp;25;12;13
3;3;3;3;male;1;756;visual;0;ArrowRight;ArrowRight;26;10;13
3;3;3;3;male;1;700;ambient;1;ArrowRight;ArrowRight;27;2;13
3;3;3;3;male;1;998;ambient;0;ArrowRight;ArrowRight;28;9;13
3;3;3;3;male;1;857;imagery;1;ArrowRight;ArrowRight;29;1;13
3;3;3;3;male;1;823;visual;1;ArrowDown;ArrowDown;30;7;13
3;3;3;3;male;1;930;ambient;1;ArrowDown;ArrowDown;31;1;13
3;3;3;3;male;1;1129;imagery;1; ; ;32;15;13
3;3;3;3;male;1;818;ambient;1;ArrowLeft;ArrowLeft;33;15;13
3;3;3;3;male;1;764;visual;1;ArrowLeft;ArrowLeft;34;19;13
3;3;3;3;male;1;863;visual;0; ; ;35;15;13
3;3;3;3;male;1;918;visual;1;ArrowUp;ArrowUp;36;1;13
3;3;3;3;male;1;1002;ambient;1;ArrowUp;ArrowUp;37;14;13
3;3;3;3;male;1;1130;imagery;0;ArrowUp;ArrowUp;38;6;13
3;3;3;3;male;1;1115;imagery;0; ; ;39;2;13
3;3;3;3;male;0;1236;visual;0;ArrowLeft;ArrowUp;40;18;13
3;3;3;3;male;1;776;visual;1;ArrowRight;ArrowRight;41;8;13
3;3;3;3;male;1;857;imagery;0;ArrowDown;ArrowDown;42;12;13
3;3;3;3;male;1;1334;imagery;1; ; ;43;18;13
3;3;3;3;male;1;1103;imagery;1;ArrowDown;ArrowDown;44;5;13
3;3;3;3;male;1;1384;visual;0;ArrowRight;ArrowRight;45;17;13
3;3;3;3;male;1;954;ambient;0; ; ;46;4;13
3;3;3;3;male;1;1865;visual;0; ; ;47;16;13
3;3;3;3;male;1;878;imagery;0;ArrowRight;ArrowRight;48;7;13
3;3;3;3;male;1;840;imagery;0;ArrowUp;ArrowUp;49;11;13
3;3;3;3;male;0;1136;ambient;0;ArrowLeft; ;50;18;13
3;3;3;3;male;1;983;imagery;1;ArrowDown;ArrowDown;51;10;13
3;3;3;3;male;1;1960;imagery;0;ArrowUp;ArrowUp;52;9;13
3;3;3;3;male;1;1290;visual;0; ; ;53;12;13
3;3;3;3;male;1;923;ambient;0;ArrowDown;ArrowDown;54;3;13
3;3;3;3;male;1;1105;visual;1;ArrowRight;ArrowRight;55;6;13
3;3;3;3;male;1;710;imagery;1;ArrowRight;ArrowRight;56;4;13
3;3;3;3;male;1;1043;ambient;1;ArrowRight;ArrowRight;57;7;13
3;3;3;3;male;1;1013;visual;0;ArrowLeft;ArrowLeft;58;5;13
3;3;3;3;male;1;1038;visual;1;ArrowDown;ArrowDown;59;2;13
3;3;3;3;male;1;995;ambient;1;ArrowRight;ArrowRight;60;16;13
4;4;4;5;female;1;2698;visual;1;ArrowLeft;ArrowLeft;1;15;14
4;4;4;5;female;1;2507;imagery;1; ; ;2;10;14
4;4;4;5;female;1;2018;visual;1; ; ;3;17;14
4;4;4;5;female;0;1755;ambient;0;ArrowDown;ArrowUp;4;17;14
4;4;4;5;female;1;1799;imagery;0;ArrowLeft;ArrowLeft;5;2;14
4;4;4;5;female;1;1592;ambient;0;ArrowRight;ArrowRight;6;10;14
4;4;4;5;female;1;1198;ambient;1; ; ;7;13;14
4;4;4;5;female;1;1276;visual;0;ArrowDown;ArrowDown;8;4;14
4;4;4;5;female;1;1188;visual;0;ArrowLeft;ArrowLeft;9;9;14
4;4;4;5;female;1;1012;visual;1; ; ;10;5;14
4;4;4;5;female;1;1513;imagery;1;ArrowRight;ArrowRight;11;8;14
4;4;4;5;female;1;1308;imagery;0; ; ;12;9;14
4;4;4;5;female;1;2926;imagery;1;ArrowRight;ArrowRight;13;18;14
4;4;4;5;female;1;1418;visual;0;ArrowLeft;ArrowLeft;14;3;14
4;4;4;5;female;1;986;imagery;1;ArrowLeft;ArrowLeft;15;20;14
4;4;4;5;female;1;824;visual;0;ArrowLeft;ArrowLeft;16;13;14
4;4;4;5;female;1;1154;visual;0;ArrowDown;ArrowDown;17;1;14
4;4;4;5;female;1;999;visual;0; ; ;18;19;14
4;4;4;5;female;1;1443;imagery;0; ; ;19;11;14
4;4;4;5;female;1;1369;ambient;1;ArrowDown;ArrowDown;20;9;14
4;4;4;5;female;1;900;visual;1; ; ;21;7;14
4;4;4;5;female;1;938;ambient;1; ; ;22;2;14
4;4;4;5;female;1;1265;ambient;0;ArrowRight;ArrowRight;23;8;14
4;4;4;5;female;1;1137;imagery;0;ArrowDown;ArrowDown;24;4;14
4;4;4;5;female;1;820;ambient;1;ArrowRight;ArrowRight;25;1;14
4;4;4;5;female;1;901;imagery;1;ArrowUp;ArrowUp;26;19;14
4;4;4;5;female;1;736;imagery;0;ArrowLeft;ArrowLeft;27;12;14
4;4;4;5;female;1;1710;ambient;1;ArrowUp;ArrowUp;28;11;14
4;4;4;5;female;1;1018;ambient;0; ; ;29;15;14
4;4;4;5;female;1;881;ambient;1; ; ;30;5;14
4;4;4;5;female;0;1009;visual;1;ArrowUp;ArrowLeft;31;14;14
4;4;4;5;female;1;1015;visual;0;ArrowRight;ArrowRight;32;20;14
4;4;4;5;female;1;855;ambient;0;ArrowRight;ArrowRight;33;20;14
4;4;4;5;female;1;970;ambient;0;ArrowUp;ArrowUp;34;3;14
4;4;4;5;female;1;1294;ambient;0;ArrowLeft;ArrowLeft;35;16;14
4;4;4;5;female;1;796;visual;1;ArrowRight;ArrowRight;36;6;14
4;4;4;5;female;1;789;visual;1;ArrowLeft;ArrowLeft;37;11;14
4;4;4;5;female;1;936;ambient;1;ArrowRight;ArrowRight;38;19;14
4;4;4;5;female;1;1617;imagery;0;ArrowDown;ArrowDown;39;13;14
4;4;4;5;female;1;773;imagery;1;ArrowUp;ArrowUp;40;15;14
4;4;4;5;female;1;1180;imagery;0;ArrowRight;ArrowRight;41;17;14
4;4;4;5;female;1;810;imagery;1;ArrowUp;ArrowUp;42;14;14
4;4;4;5;female;1;935;visual;1; ; ;43;8;14
4;4;4;5;female;1;1708;visual;1;ArrowRight;ArrowRight;44;18;14
4;4;4;5;female;1;709;ambient;1;ArrowRight;ArrowRight;45;7;14
4;4;4;5;female;1;1509;visual;0; ; ;46;2;14
4;4;4;5;female;1;1085;imagery;1;ArrowRight;ArrowRight;47;7;14
4;4;4;5;female;0;2185;visual;0;ArrowLeft;ArrowUp;48;16;14
4;4;4;5;female;1;1115;imagery;0;ArrowDown;ArrowDown;49;3;14
4;4;4;5;female;1;1295;visual;0;ArrowLeft;ArrowLeft;50;10;14
4;4;4;5;female;1;1045;ambient;1;ArrowRight;ArrowRight;51;4;14
4;4;4;5;female;1;2005;imagery;0;ArrowDown;ArrowDown;52;6;14
4;4;4;5;female;1;890;imagery;1;ArrowUp;ArrowUp;53;1;14
4;4;4;5;female;1;1034;visual;1;ArrowUp;ArrowUp;54;12;14
4;4;4;5;female;1;968;imagery;0; ; ;55;5;14
4;4;4;5;female;1;1577;ambient;0;ArrowDown;ArrowDown;56;18;14
4;4;4;5;female;1;1122;imagery;1; ; ;57;16;14
4;4;4;5;female;1;1080;ambient;1;ArrowUp;ArrowUp;58;14;14
4;4;4;5;female;1;1470;ambient;0; ; ;59;6;14
4;4;4;5;female;1;1058;ambient;0; ; ;60;12;14
